candidate	5	litmus:accel-envelope-reaches-the-forge	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	The probe has a consumer: the forge launch exports the envelope
candidate	5	litmus:accel-envelope-reaches-the-forge	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	The probe is observable from the host (--capabilities), so agents' claims are checkable
candidate	5	litmus:accel-envelope-reaches-the-forge	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	The forge startup context renders the envelope for agents
candidate	5	litmus:accel-envelope-reaches-the-forge	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	Usability is decided by the CONTAINER lane, not the usable flag
candidate	5	litmus:accel-envelope-reaches-the-forge	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	accel_class carries the full closed tier vocabulary
candidate	5	litmus:accel-envelope-reaches-the-forge	7	literal-grep,no-exec,no-negative,src-pinned,long-literal	The GPU hardware UUID does not travel into forge env or context files
candidate	5	litmus:app-lifecycle-state-machine-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	state.rs carries the spec:app-lifecycle trace at file head
candidate	5	litmus:app-lifecycle-state-machine-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	all 5 spec-mandated variants present
candidate	5	litmus:app-lifecycle-state-machine-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	validate_transition method exists
candidate	5	litmus:app-lifecycle-state-machine-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	canonical transition rule: Running → Stopping (graceful shutdown gate)
candidate	5	litmus:app-lifecycle-state-machine-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	canonical transition rule: Initializing → Running (success path)
candidate	5	litmus:app-lifecycle-state-machine-shape	7	literal-grep,no-exec,no-negative,src-pinned,long-literal	canonical transition rule: Initializing → Error (failure path)
candidate	5	litmus:app-lifecycle-state-machine-shape	8	literal-grep,no-exec,no-negative,src-pinned,long-literal	canonical transition rule: Idle → Initializing (kickoff path)
candidate	5	litmus:app-lifecycle-tray-state-api-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	TrayState stores the guarded lifecycle state
candidate	5	litmus:app-lifecycle-tray-state-api-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	transition_lifecycle validates before mutating state
candidate	5	litmus:app-lifecycle-tray-state-api-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	ready-for-action gate allows only Idle or Running
candidate	5	litmus:app-lifecycle-tray-state-api-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	project-start gate is exposed and spec traced
candidate	5	litmus:app-lifecycle-tray-state-api-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	shutdown gate treats Stopping and Error as terminal action blockers
candidate	5	litmus:app-lifecycle-tray-state-api-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	unit tests cover all public lifecycle helpers
candidate	5	litmus:app-lifecycle-tray-state-api-shape	7	literal-grep,no-exec,no-negative,src-pinned,long-literal	app-lifecycle trace breadth covers lifecycle helpers
candidate	5	litmus:async-inference-launch-entrypoint-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	opencode entrypoint bounds the probe with curl -m 1 (non-blocking)
candidate	5	litmus:async-inference-launch-entrypoint-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	opencode entrypoint emits trace_lifecycle for the ready path
candidate	5	litmus:async-inference-launch-entrypoint-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	opencode entrypoint emits trace_lifecycle for the not-ready graceful path
candidate	5	litmus:brew-attestation-egress	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	attestation is EXPLICITLY off (declared, not merely absent) with the replacement named
candidate	5	litmus:brew-attestation-egress	7	literal-grep,no-exec,no-negative,src-pinned,long-literal	NO GitHub credential is injected into a forge lane (the invariant that replaced it)
candidate	5	litmus:brew-attestation-egress	8	literal-grep,no-exec,no-negative,src-pinned,long-literal	the shim does not claim provenance it cannot deliver
candidate	5	litmus:brew-ondemand-tools-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	runner and allowlist ship in the image
candidate	5	litmus:brew-ondemand-tools-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	attestation state is explicitly declared and analytics disabled
candidate	5	litmus:brew-ondemand-tools-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	brew bootstrap is a PINNED release tag, not floating install.sh
candidate	5	litmus:brew-ondemand-tools-shape	9	literal-grep,no-exec,no-negative,src-pinned,long-literal	lib-common generates shims for allowlisted missing commands and appends the dir LAST on PATH
candidate	5	litmus:build-ci-dispatch-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	ci-full install cannot fall through to a debug build
candidate	5	litmus:build-trace-index-dispatch-coverage	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	shared build helpers are defined above their first caller (bash resolves definitions at execution time)
candidate	5	litmus:cheatsheet-host-image-sync	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	agents discover the synchronized runtime view
candidate	5	litmus:cheatsheets-license-allowlist-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	allowlist header documents the three canonical tier strings
candidate	5	litmus:cheatsheets-license-allowlist-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	allowlist documents the required per-domain schema fields
candidate	5	litmus:cheatsheets-license-allowlist-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	allowlist contains at least one [domains.*] entry
candidate	5	litmus:cheatsheet-source-layer-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	validator points at the canonical INDEX.json path
candidate	5	litmus:cheatsheet-source-layer-shape	7	literal-grep,no-exec,no-negative,src-pinned,long-literal	validator handles fresh-state (missing INDEX.json) gracefully
candidate	5	litmus:ci-release-musl-binary-policy	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	verify release workflow publishes Linux musl binary
candidate	5	litmus:ci-release-toolchain-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	release workflow installs Nix via nix-installer-action and builds the musl target
candidate	5	litmus:claude-launch-stability-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	Claude launch reports its credential boundary (vault OAuth restore or API-key session, per orders 303/304)
candidate	5	litmus:codex-api-key-env-var	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	the OpenAI provider maps to CODEX_API_KEY, not OPENAI_API_KEY
candidate	5	litmus:codex-api-key-env-var	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	the Codex entrypoint gates its Vault OAuth restore on CODEX_API_KEY
candidate	5	litmus:codex-api-key-env-var	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	the empirical rationale is recorded next to the mapping so it is not reverted
candidate	5	litmus:codex-device-auth-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	pin the Rust provider schema and prohibit the generic paste-token branch
candidate	5	litmus:codex-forge-yolo-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	the bypass flag is gated on TILLANDSIAS_HOST_KIND=forge (not unconditional)
candidate	5	litmus:codex-forge-yolo-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	the gated args array is threaded into the codex exec line
candidate	5	litmus:codex-forge-yolo-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	no ungated bare 'exec codex \"$@\"' whole line remains (drift back to prompting launch)
candidate	5	litmus:codex-safe-state-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	ship and initialize the helper before any harness refresh
candidate	5	litmus:codex-safe-state-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	host passes exact raw identity and provider login persists only the Codex tool cache
candidate	5	litmus:control-dispatch-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	decide_route + TransportKind + DispatchOutcome are present in the canonical module (item 1)
candidate	5	litmus:control-dispatch-shape	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	all three TransportKind / DispatchOutcome variant arms exist
candidate	5	litmus:control-dispatch-shape	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	tray/mod.rs (unix dispatcher) consults decide_route (item 2)
candidate	5	litmus:control-dispatch-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	vsock_server.rs (vsock dispatcher) consults decide_route (item 3)
candidate	5	litmus:control-dispatch-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	matrix-Handle-but-no-handler-yet arm references the convergence packet
candidate	5	litmus:control-dispatch-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	four routing-matrix unit tests still attached
candidate	5	litmus:cross-platform-tray	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	verify the native tray wrapper is present
candidate	5	litmus:cross-target-cfg-gate-check	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	no un-gated top-level use std::os::unix imports in headless/main.rs
candidate	5	litmus:cross-target-cfg-gate-check	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	no bare libc::getuid/geteuid/fork calls in headless/main.rs without nearby cfg(unix)
candidate	5	litmus:cross-target-cfg-gate-check	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	no un-gated top-level use std::os::unix imports in core, control-wire, host-shell, podman crates
candidate	5	litmus:cycle-metrics-answer-rate-shape	8	literal-grep,no-exec,no-negative,src-pinned,long-literal	the anti-gaming rule is stated in the methodology, not only in the script
candidate	5	litmus:cycle-metrics-answer-rate-shape	9	literal-grep,no-exec,no-negative,src-pinned,long-literal	telemetry at the MCP chokepoint is fail-soft (a metric may not break the surface it measures)
candidate	5	litmus:default-image-containerfile-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	Req Agents: opencode + openspec + claude + codex install at EVERY_LAUNCH via npm @latest
candidate	5	litmus:default-vault-cli-security	2	literal-grep,no-exec,no-negative,src-pinned,long-literal	default helper contains no insecure curl fallback
candidate	5	litmus:default-vault-cli-security	3	literal-grep,no-exec,no-negative,src-pinned,long-literal	live provider token writes use stdin rather than shell argv
candidate	5	litmus:diagnostics-envelope-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	rust emitter: format string contains the four pinned fields
candidate	5	litmus:diagnostics-envelope-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	bash distill consumer: extracts all four envelope fields
candidate	5	litmus:diagnostics-envelope-shape	5	literal-grep,no-exec,no-negative,src-pinned,long-literal	summary template gains Host platform + Agent fields
candidate	5	litmus:diagnostics-envelope-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	rust unit test pinning the emitter format still exists
candidate	5	litmus:diagnostics-filter-env-shape	4	literal-grep,no-exec,no-negative,src-pinned,long-literal	verbose level keyword still gates internal events
candidate	5	litmus:diagnostics-filter-env-shape	6	literal-grep,no-exec,no-negative,src-pinned,long-literal	eight unit tests pinning the spec scenarios still attached
candidate	5	litmus:enclave-network-source-shape	1	literal-grep,no-exec,no-negative,src-pinned,long-literal	main.rs const ENCLAVE_NET = tillandsias-enclave (canonical launch constant)
